Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Chrome 100.0.4896.75,,,2022-04-07 13:52:33,2022-04-07 13:58:15,5m - 41.948s,FAILED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Chrome 100.0.4896.75,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 13:52:37,2022-04-07 13:57:54,5m - 16.712s,FAILED
"comment(""Story: Login to CURA system"")",Chrome 100.0.4896.75,,,2022-04-07 13:52:44,2022-04-07 13:52:45,0.972s,PASSED
"comment(""Given that the user has the valid login information"")",Chrome 100.0.4896.75,,,2022-04-07 13:52:45,2022-04-07 13:52:45,0.009s,PASSED
openBrowser(G_SiteURL),Chrome 100.0.4896.75,,,2022-04-07 13:52:45,2022-04-07 13:57:46,5m - 0.783s,FAILED
Start listener action : terminateRunningWebDrivers,Chrome 100.0.4896.75,,,2022-04-07 13:57:46,2022-04-07 13:57:47,0.820s,PASSED
Video,Chrome 100.0.4896.75,,,2022-04-07 13:57:54,2022-04-07 13:57:54,0.020s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,Chrome 100.0.4896.75,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-07 13:57:54,2022-04-07 13:58:15,21.161s,FAILED
"comment(""Story: Book an appointment"")",Chrome 100.0.4896.75,,,2022-04-07 13:58:09,2022-04-07 13:58:09,0.035s,PASSED
"comment(""Given that the user has logged into their account"")",Chrome 100.0.4896.75,,,2022-04-07 13:58:09,2022-04-07 13:58:09,0.010s,PASSED
openBrowser(G_SiteURL),Chrome 100.0.4896.75,,,2022-04-07 13:58:09,2022-04-07 13:58:13,4.151s,FAILED
Start listener action : terminateRunningWebDrivers,Chrome 100.0.4896.75,,,2022-04-07 13:58:13,2022-04-07 13:58:13,0.116s,PASSED
Video,Chrome 100.0.4896.75,,,2022-04-07 13:58:15,2022-04-07 13:58:15,0.001s,PASSED
